,name,stars,rating,reviews_count,has_free_wifi,gallery_images_count,address,start_year,good_district
663,Гостиный дом Хитровка,3,8.4,413,True,45,"Певческий переулок, 4, Таганский, Москва, Россия",2013,True
664,Хостел на Владыкино,,,,True,8,"Stantsionnaya Ulitsa 11, Москва, Россия",2017,False
665,Хостел Заходи на Павелецкой,,8.1,495,True,61,"Улица Кожевническая 19 строение 2, Замоскворечье, Москва, Россия",2015,False
666,Хостелы Рус - Маяковская,,9.2,7,True,27,"ул. 1-ая Брестская, д. 33, стр. 1, Тверской, Москва, Россия",2017,True
667,Киевская 20,,,,True,32,"20 ulitsa Kiyevskaya, Дорогомилово, Москва, Россия",2017,False
668,"Киевская, 24",,,,True,39,"ул Киевская, 24, Дорогомилово, Москва, Россия",2017,False
669,Отель Кирпич,,8.9,99,True,39,"Лесная улица дом 55 этаж 1 , Тверской, Москва, Россия",2017,True
670,Китай-город Отель,2,8.0,904,True,35,"Лубянский проезд 25 строение 2, Басманный, Москва, Россия",2011,True
671,Хостел Я к Другу,,,,True,6,"Vadkovskiy Pereulok 20, Тверской, Москва, Россия",2017,False
672,комфорт и уют,,,,True,11,"Peresvetov Pereulok7 1, Даниловский, Москва, Россия",2017,False
673,Комната в апартаментах на Земляном Валу,,,,True,12,"ул. Земляной Вал, 21/2 стр.1, Басманный, Москва, Россия",2017,True
674,Отель Корстон Москва,4,7.9,785,True,45,"Улица Косыгина 15, Гагаринский, Москва, Россия",2010,False
675,Космос,3,7.2,11509,True,52,"Проспект Мира 150, Алексеевский, Москва, Россия",2010,False
676,Krasnaya Presnya Apartments,,7.4,26,True,42,"Krasnaya Presnya 11, Пресненский, Москва, Россия",2014,True
677,Отель Красные Ворота,3,7.9,36,True,31,"Улица Садовая-Спасская, 19/3, Красносельский, Москва, Россия",2016,True
678,"Kremlin Apartments on Tverskaya Street, 17",,9.5,5,True,65,"17 Tverskaya ulitsa, Тверской, Москва, Россия",2017,True
679,Отель Кристинн,3,8.8,185,True,36,"Первый Проезд Перова Поля 9 стр 1 , Москва, Россия",2014,False
680,Apartments on Tallinskaya,,,,True,25,"Tallinskaya ulitsa, Строгино, Москва, Россия",2017,False
681,Апартаменты Кропоткинская ,,9.9,46,True,57,"Гагаринский Переулок 6А, Хамовники, Москва, Россия",2016,True
682,Kudrinskaya Skyview Apartment,,9.7,10,True,37,"1 Kudrinskaya ploshchad', Пресненский, Москва, Россия",2017,True
683,Kurskaya DeLuxe,,7.8,16,True,60,"13/3 Sadovaya-Chernogryazskaya ulitsa, Басманный, Москва, Россия",2016,True
684,Apartment Kutuzoff Metro Kievskaya,,9.5,104,True,48,"Kutuzovsky Prospekt 10, Дорогомилово, Москва, Россия",2016,True
685,Kutuzovskiy Prospect 26 Apartment,,,,True,76,"Kutuzovskiy Prospect, 26, Дорогомилово, Москва, Россия",2015,True
686,Kutuzovskiy Prospect 29 Apartment,,,,True,53,"Kutuzovskiy Prospekt 29, Дорогомилово, Москва, Россия",2015,True
687,Kutuzovskiy Premium Apartments,,8.6,48,True,63,"30/32 Kutuzovskiy prospekt, Дорогомилово, Москва, Россия",2016,False
688,Отель Кузнецкий Инн ,4,8.8,1129,True,56,"Кузнецкий Мост 6/3 Стр 3, Тверской, Москва, Россия",2012,True
689,Kvart Apartments на Киевской,,7.6,22,True,100,"Бережковская набережная, 4 , Дорогомилово, Москва, Россия",2011,True
690,Кварт Апартаменты на Белорусской,,8.0,27,True,93,"Район Белорусская, Беговой, Москва, Россия",2011,True
691,Кварт-Отель Апартаменты на Курской ,,8.8,6,True,34,"Земляной вал, д. 24/32, Басманный, Москва, Россия",2017,True
692,Kvart Apartments Павелецкая,,7.1,8,True,60,"Paveletskaya Ploshchad, Замоскворечье, Москва, Россия",2015,False
693,Kvart-Hotel Vystavochnaya,,,,True,30,"18/1к3 1-y Krasnogvardeyskiy proyezd 1, Пресненский, Москва, Россия",2017,False
694,квартира м. Белорусская,,,,True,36,"16 Gruzinskiy pereulok кв 6, Пресненский, Москва, Россия",2017,True
695,Apartment on Davydkovskaya,,,,True,52,"Ulitsa Davydkovskaya 3 , Москва, Россия",2017,False
696,Квартира,,,,True,17,"21 ulitsa Melnikova 1-5, Москва, Россия",2017,False
697,квартира,,,,True,15,"7 Peresvetov Pereulok 1, Даниловский, Москва, Россия",2017,False
698,Апартаменты ,,,,True,28,"Гарибальди 15 к 2 , Москва, Россия",2017,False
699,Апартаменты на Бутырской,,6.6,9,True,23,"Улица Бутырская 3, Савеловский, Москва, Россия",2015,False
700,Квартира посуточно,,,,True,17,"4-y Voykovskiy proyezd 4, Войковский, Москва, Россия",2017,False
701,KvartiraSvobodna - Apartment at Strelbishensky,,8.2,18,True,31,"Стрельбищенский переулок , д.23, кв.56, Пресненский, Москва, Россия",2016,False
702,KvartiraSvobodna Apartment,,8.8,5,True,26,"Ulitsa Kastanayevskaya 39, Москва, Россия",2016,False
703,KvartiraSvobodna - Apartment at Gerasima Kurina,,8.3,8,True,26,"Герасима Курина д.14 кв.5, Москва, Россия",2016,False
704,Апартаменты 2 Фрунзенская улица,,,,True,34,"2 Фрунзенская улица, 10к2, Хамовники, Москва, Россия",2016,False
705,Квартира в 7 минутах хотьбы от метро Люблино,,,,True,26,"35 ulitsa Verkhniye Polya, Москва, Россия",2017,False
706,Квартира в Москве,,,,True,26,"Zvonarskiy pereulok, 1 6, Мещанский, Москва, Россия",2017,True
707,KvartiraSvobodna - Apartaments Kievskaya 2room studio,,,,True,24,"Большая Дорогомиловская улица, Москва, Россия , 9, Дорогомилово, Москва, Россия",2017,True
708,KvartiraSvobodna - Апартаменты на Смоленской до 4 человек,,,,True,27,"24,  1-y Smolenskiy pereulok, Арбат, Москва, Россия",2017,True
709,KvartiraSvobodna - Apartment at Dobryninskaya,,7.8,20,True,29,"8 2-y Shchipkovskiy pereulok, Замоскворечье, Москва, Россия",2016,False
710,KvartiraSvobodna - Apartments Park Gorky,,,,True,25,"Leninskiy prospekt, 3, Якиманка, Москва, Россия",2017,False
711,KvartiraSvobodna - Kudrinskaya ploshad dom 1 - Vysotka,,,,True,30,"1, Кудринская площадь, Москва, Россия, Пресненский, Москва, Россия",2017,True
712,KvartiraSvobodna - MalayaFilevskaya - studio,,,,True,21,"Малая Филевская улица, Москва, Россия , 4/1, Москва, Россия",2017,False
713,KvartiraSvobodna - Apartment Tverskaya 28,,7.8,10,True,39,"1-я Тверская-Ямская улица, д.28, кв. 25, Тверской, Москва, Россия",2016,True
714,Kvartirka Dundicha 34,,,,True,34,"34 Oleko Dundicha ulitsa kv. 111, Москва, Россия",2017,False
715,Ла Скала Гоголевский,3,8.5,308,True,58,"Гоголевский Бульвар, 29, Арбат, Москва, Россия",2015,True
716,La Scala Narodnaya,,8.2,262,True,29,"Ulitsa Narodnaya 14, Bldg.1, Таганский, Москва, Россия",2016,False
717,Лайм,,7.6,850,True,42,"Улица Ольховская 23 стр 3, Красносельский, Москва, Россия",2015,False
718,Отель Лайт Нагорная,3,6.3,154,True,29,"улица Нагорная, дом 26, корпус 1, Москва, Россия",2015,False
719,Апартаменты Лакшми 1905 ,,9.1,22,True,29,"Улица 1905 Года, 9 к.1, Пресненский, Москва, Россия",2017,True
720,Lakshmi 1ka on Novyj Arbat,,,,True,23,"22 ulitsa Novyy Arbat, Арбат, Москва, Россия",2017,True
721,Lakshmi 2ka on Pushkinskaya,,,,True,18,"17 Tverskaya ulitsa, Тверской, Москва, Россия",2017,True
722,Lakshmi Apartament Belorusskaya,,7.9,19,True,30,"Skakovaya Ulitsa,13, Bldg. 2, Беговой, Москва, Россия",2016,False
723,Lakshmi Apartament Dorogomilovskaya,,8.2,23,True,32,"Ulitsa Bolshaya Dorogomilovskaya 6,Ap.45, Дорогомилово, Москва, Россия",2016,True
724,Lakshmi Apartament VDNH,,,,True,21,"Prospekt Mira 182,Bld. 2, Ap.26, Алексеевский, Москва, Россия",2016,False
725,Lakshmi Apartaments Tverskaya- Yamskaya,,8.7,11,True,26,"1 Tverskaya-Yamskaya, Тверской, Москва, Россия",2016,True
726,Lakshmi Apartment 3ka on Novyj Arbat,,8.5,16,True,50,"ulitsa Novyy Arbat 26 kv. 142, Арбат, Москва, Россия",2016,True
727,Lakshmi Apartment Krasnye Vorota,,7.6,23,True,16,"Khomutovskiy tupik 4с1, Басманный, Москва, Россия",2015,True
728,Lakshmi Апаратменты Остоженка,,7.9,32,True,14,"Кропоткинский Переулок 9, квартира 1, Хамовники, Москва, Россия",2015,True
729,Lakshmi Apartments Klassika,,8.5,14,True,22,"Smolenskiy bulvar, 15 , Хамовники, Москва, Россия",2016,True
730,Lakshmi Arbat Modern,,8.4,26,True,37,"Ulitsa Arbat, 51 Bldg.1 , Арбат, Москва, Россия",2016,True
731,Lakshmi Bol'shaya Sadovya,,8.6,26,True,27,"Bol'shaya Sadovaya Ulitsa 1, Пресненский, Москва, Россия",2015,True
732,Lakshmi Dorogomilovskaya Classic,,7.9,14,True,39,"Bolshaya Dorogomilovskaya ulitsa 7, Дорогомилово, Москва, Россия",2016,True
733,Lakshmi Novyj Arbat Club,,9.0,13,True,38,"ulitsa Novyy Arbat 31/12 apt.38, Арбат, Москва, Россия",2016,True
734,Апартаменты Лакшми на Тверской 4,,,,True,27,"Улица Тверская, 4, Тверской, Москва, Россия",2017,True
735,Гостиница Лефортово,3,8.2,749,True,42,"1-ый Краснокурсантский проезд 1/4, Лефортово, Москва, Россия",2010,False
736,Отель Лео,,7.4,263,True,22,"Ленинский Проспект 36, Гагаринский, Москва, Россия",2015,False
737,Отель «Леонарт»,3,8.6,535,True,42,"Улица Чаплыгина, 2, Басманный, Москва, Россия",2016,True
738,Гостиница Library,3,8.7,5,True,31," ulitsa 3-ya Yamskogo Polya 24,  2 etazh, Беговой, Москва, Россия",2017,True
739,Отель Лефортовский дворик,,,,True,28,"Улица Лефортовский вал, 24Б, Лефортово, Москва, Россия",2017,False
740,LikeFlat Апартаменты Краснопрудная,,8.9,62,True,38,"Улица Краснопрудная 1/58, Красносельский, Москва, Россия",2013,True
741,Апартаменты LikeHome Фрунзенская,,8.4,153,True,52,"Район Комсомольского Проспекта, Хамовники, Москва, Россия",2011,False
742,LikeHome Apartments Zamoskvorechye,,8.1,88,True,26,"Zamoskvorechye, Замоскворечье, Москва, Россия",2011,False
743,LikeHome Apartments Tverskaya,,8.6,288,True,72,"Tverskaya Street District, Тверской, Москва, Россия",2011,True
744,Апартаменты LikeHome Полянка ,,8.4,239,True,40,"Улица Большая Полянка , Якиманка, Москва, Россия",2010,False
745,Loft on Pervaya Tverskaya-Yamskaya,,,,True,31,"Pervaya Tverskaya-Yamskaya Ulitsa 9, Тверской, Москва, Россия",2017,True
746,Loft Manufaktura №36,,,,True,30,"Варшавское шоссе 9А, Донской, Москва, Россия",2017,False
747,Мини Отель Loftinn,,,,True,29,"улица Бауманская 58/3 строение 2, Басманный, Москва, Россия",2017,False
748,Lotos 2 Apartment,,8.8,14,True,29,"Michurinskiy prospekt. 29 к1 -227, Раменки, Москва, Россия",2017,False
749,Lotos apartment,,8.7,12,True,46,"Michurinskiy prospekt 25 k1 et 12-189, Раменки, Москва, Россия",2017,False
750,Лотте Отель Москва,5,9.4,245,True,56,"Новинский бульвар 8 стр.2, Арбат, Москва, Россия",2010,True
751,Отель Люблю-но,,7.7,126,True,92,"Улица Краснодонская 24  стр.2, Москва, Россия",2013,False
752,Lucky Stars Hotel,1,6.7,152,True,44,"Medovyy Pereulok 5, Москва, Россия",2013,False
753,Ludmila Apartment,,,,True,85,"Ulitsa Zemlyanoy Val 41, Bldg.1, Таганский, Москва, Россия",2016,True
754,Lux Апартаменты у метро Сокол,,7.4,10,True,24,"Малый Песчаный Переулок 4, Сокол, Москва, Россия",2014,False
755,Lux Apartments Bolshoy Afanasievsky pereulok,,7.3,15,True,42,"17/7 Bolshoy Afanasyevskiy pereulok, kv. 2, Хамовники, Москва, Россия",2016,True
756,Lux Apartments Karetny Pereulok,,,,True,31,"Maliy Karetny Pereulok 14, Тверской, Москва, Россия",2016,True
757,Lux Apartments Kosmodamianskaya,,7.6,5,True,31,"Kosmodamianskaya naberezhnaya, 32/34, Замоскворечье, Москва, Россия",2016,False
758,Lux Apartments - Yakimanka,,,,True,29,"52 ulitsa Bolshaya Yakimanka, Якиманка, Москва, Россия",2016,False
759,LuxApartments- Большая Почтовая,,,,True,26,"1/33 Bolshaya Pochtovaya ulitsa, Басманный, Москва, Россия",2017,False
760,LuxApartments-Курская,,,,True,57,"6 Nastavnicheskiy pereulok, Таганский, Москва, Россия",2017,False
761,LuxApartments метро Комсомольская,,,,True,29,"2/7 Novoryazanskaya ulitsa, Красносельский, Москва, Россия",2017,True
762,LuxApartments - Мукомольный проезд,,,,True,39,"1к1 Mukomolnyy proyezd, Пресненский, Москва, Россия",2017,False
763,LuxApartments - Smolenskiy bulvar 7,,,,True,35,"Smolenskiy bulvar 7, Хамовники, Москва, Россия",2017,True
764,LuxApartments-Волков переулок,,,,True,42,"pereulok Volkov 21, Пресненский, Москва, Россия",2017,True
765,Luxary apartment on Paveletskay,,,,True,27,"6 Dubininskaya ulitsa, Замоскворечье, Москва, Россия",2017,False
766,Luxcompany Apartment at Horoshovskoe Shosse 12/1,,,,True,40,"Khoroshievskoie Shosse 12, Bldg 1, Хорошевский, Москва, Россия",2017,False
767,Luxe Apartment at Bagrationovskaya,,,,True,29,"Kastanaevskaya ulitsa, 12, Филевский парк, Москва, Россия",2017,False
768,Luxury apartment,,,,True,21,"2-y Kolobovskiy pereulok, Тверской, Москва, Россия",2017,True
769,Luxury apartment in the centre,,,,True,40,"Ulitsa Fadeyeva 4A, Тверской, Москва, Россия",2017,False
770,MaxRealty24 Новый Арбат 16,,8.5,25,True,34,"Новый Арбат 16, Арбат, Москва, Россия",2016,True
771,Dream House River Side,,9.0,14,True,29,"Rostovskaya naberezhnaya 1, Хамовники, Москва, Россия",2016,True
772,Luxury apartments in Moscow City Башня Федерация Запад,,,,True,19,"12 Presnenskaya naberezhnaya, Пресненский, Москва, Россия",2017,True
773,MaxRealty24 Дербеневская набережная 1/2,,8.3,20,True,34,"Дербеневская набережная 1/2, Даниловский, Москва, Россия",2016,False
774,Luxury Art Apartment,,8.1,7,True,52,"10 Zhitnaya ulitsa, Якиманка, Москва, Россия",2017,False
775,Апартаменты м.Парк Победы,,,,True,21,"ул. Площадь Победы 2, к. 1, Дорогомилово, Москва, Россия",2017,False
776,Малетон Отель (Анохина),3,8.3,94,True,51,"Улица Академика Анохина 11А, Москва, Россия",2016,False
777,Отель Малетон - Гарибальди,3,8.7,86,True,62,"Улица Гарибальди, 36/3, Москва, Россия",2011,False
778,Arbat Lane Troilinsky Apartment,,8.5,111,True,35,"Troilinskiy Pereulok, 4/7, Арбат, Москва, Россия",2015,True
779,Bolshoy Afanasievsky Apartment,,8.1,38,True,38,"35/37 Bolshoy Afanasyevskiy pereulok, Арбат, Москва, Россия",2017,True
780,Gagarinskiy lane Apartment,,8.4,82,True,33,"Gagarinskiy pereulok 27, Хамовники, Москва, Россия",2015,True
781,Monetchiki Apartment,,8.2,87,True,29,"Tretiy Monetchikovskiy pereulok 17, Замоскворечье, Москва, Россия",2015,False
782,Novii Arbat 22 Apartment,,8.5,69,True,40,"Ulitsa Novyy Arbat, 22, Арбат, Москва, Россия",2015,True
783,Tverskaya 15 Apartment,,8.4,79,True,36,"Ulitsa Tverskaya, 15, Тверской, Москва, Россия",2015,True
784,Kudrinskaya Skyscraper Apartments,,8.1,261,True,199,"Кудринская Площадь, 1, Пресненский, Москва, Россия",2015,True
785,Москва-Сити Гостевой Дом,,8.3,138,True,89,"Пресненская набережная 8 с1, Пресненский, Москва, Россия",2016,True
786,Zemlyanoy Val Deluxe Apartment,,8.6,92,True,62,"Ulitsa Zemlyanoy Val, 2 , Басманный, Москва, Россия",2015,True
787,Апартаменты Мама Ро на Чистых Прудах,,8.6,1035,True,164,"Гусятников Переулок 4, строение 3, Басманный, Москва, Россия",2013,True
788,Mamaison All-Suites Spa Hotel Покровка,5,8.5,935,True,57,"Улица Покровка 40 стр.2, Басманный, Москва, Россия",2009,True
789,Отель Мандарин,4,7.6,1146,True,37,"Улица Ольховская 23, Красносельский, Москва, Россия",2009,False
790,Марко Поло Пресня Отель,4,8.7,1186,True,32,"Спиридоньевский переулок 9, Пресненский, Москва, Россия",2009,True
791,Отель Марфино,,8.5,105,True,21,"Улица Кашенкин Луг 8 Стр 1, Марфино, Москва, Россия",2014,False
792,Отель Маросейка 2/15,3,9.1,1758,True,71,"Улица Маросейка 2/15, Басманный, Москва, Россия",2015,True
793,Отель Марриотт Москва Ройал Аврора,5,8.9,690,True,86,"Улица Петровка, 11, Тверской, Москва, Россия",2009,True
794,Отель Матрешка,3,7.2,2201,True,47,"Театральный Проезд 3 стр 4, Мещанский, Москва, Россия",2012,True
795,Отель Максима Панорама,3,8.3,1024,True,81,"Улица Мастеркова 4, Даниловский, Москва, Россия",2009,False
796,MaxRealty24 Leninskij prospekt 73/8,,,,True,25,"73/8 Leninskiy prospekt, Гагаринский, Москва, Россия",2017,False
797,MaxRealty24 Ruzhejnyj pereulok 4,,8.6,6,True,39,"4 Ruzheynyy pereulok, Хамовники, Москва, Россия",2017,True
798,MaxRealty24 Slavyanskiy Bulvar,,7.6,13,True,34,"Slavyanskiy bulvar 7, Bldg 1, Москва, Россия",2016,False
799,MaxRealty24 Ukrainskiy Bulvar,,9.3,21,True,34,"Ukrainskiy b-r, 6, apt., Дорогомилово, Москва, Россия",2016,True
800,Гостиница Медея,3,8.6,112,True,33,"Пятницкий переулок 4/1, Замоскворечье, Москва, Россия",2010,False
801,Мегаполис Тверская,3,7.8,802,True,35,"Тверская Улица 4, Тверской, Москва, Россия",2012,True
802,Арбат Хаус,4,8.0,4638,True,59,"Скатертный Переулок 13, Пресненский, Москва, Россия",2010,True
803,Отель Меркюр Арбат Москва,4,9.2,1385,True,44,"Смоленская площадь 6, Арбат, Москва, Россия",2012,True
804,Меркюр Москва Бауманская,4,9.3,748,True,34,"Бауманская Улица 54 Стр 1, Басманный, Москва, Россия",2014,False
805,Меркюр Москва Павелецкая,4,8.9,1276,True,37,"Улица Бахрушина 11, Замоскворечье, Москва, Россия",2013,False
806,MERSI Aparment on Tverskaya 6,,7.1,20,True,25,"Tverskaya Street 6, Тверской, Москва, Россия",2017,True
807,MERSI Aparment Tverskaya 6k1,,,,True,24,"Tverskaya ulitsa 6, Building 1, Тверской, Москва, Россия",2017,True
808,MERSI апартаменты на тверской 15,,,,True,24,"Tverskaya ulitsa, Тверской, Москва, Россия",2017,True
809,MERSI apartment near Red Square,,7.8,17,True,33,"4 Tverskaya ulitsa, Тверской, Москва, Россия",2017,True
810,MERSI flats on Tverskaya,,,,True,25,"Tverskaya ulitsa, Тверской, Москва, Россия",2017,True
811,Гостиница Метрополь,5,8.9,2589,True,122,"Театральный проезд 2, Тверской, Москва, Россия",2009,True
812,Отель Метрополис,4,8.5,247,True,29,"Улица Школьная 48 строение 1, Таганский, Москва, Россия",2015,False
813,Apart-Hotel Mezhdunarodnaya,,8.3,353,True,47,"Krasnopresnenskaya Naberezhnaya 12, Пресненский, Москва, Россия",2015,False
814,Медвежий угол,,,,True,13,"Внуковское шоссе 9 , Москва, Россия",2017,False
815,Отель Мэрри Поппинс,,8.3,317,True,23,"Улица Пятницкая 20 строение 2, Замоскворечье, Москва, Россия",2014,False
816,Отель Милан,4,8.7,1309,True,41,"Шипиловская Улица  28А  , Москва, Россия",2010,False
817,Мини отель Чистопрудный,2,8.7,1260,True,46,"Улица Чаплыгина 6, Басманный, Москва, Россия",2014,True
818,Мини-отель Брусника Полежаевская,,8.1,305,True,80,"Хорошевское  Шоссе 23/2, Хорошевский, Москва, Россия",2016,False
819,Мини-Отель на Маросейке,,9.0,346,True,33,"Малый златоустинский переулок 2, Басманный, Москва, Россия",2014,True
820,Мини-отель «Подъезд №2»,2,8.5,902,True,38,"Улица Воронцовская, 21/1, Таганский, Москва, Россия",2015,False
821,Комфорт Москва ,,8.7,601,True,24,"Пятницкая Улица 22/2, Замоскворечье, Москва, Россия",2013,False
822,Mini-Hotel Mirage,,8.6,37,True,24,"Yurlovskiy proyezd 14 корпус 1, Отрадное, Москва, Россия",2017,False
823,Mini Hotel Numera,,9.8,6,True,31,"Стромынка 11, Сокольники, Москва, Россия",2017,False
824,Мини-отель Линдсей,,8.7,162,True,84,"Ленинградский проспект, 26/1, Беговой, Москва, Россия",2017,True
825,Мини Отель Набат Палас,,8.5,123,True,92,"Братиславская дом 6, Москва, Россия",2016,False
826,Versal Apartments,,8.4,49,True,44,"1-ya Brestskaya Ulitsa 33 stroenie 1 flat 29, Тверской, Москва, Россия",2015,True
827,Mini Hotel Tverskaya 5,,8.6,178,True,71,"Tverskaya ulitsa 5/6, Тверской, Москва, Россия",2017,True
828,Минима Белорусская,3,7.6,347,True,40,"Лесная 20 Строение 2, Тверской, Москва, Россия",2016,True
829,Минима Кузьминки,,7.7,115,True,29,"Волгоградский проспект 113, здание 5, Кузьминки, Москва, Россия",2016,False
830,Минима Водный Отель,3,7.6,181,True,69,"Головинское Шоссе 8к2А, Войковский, Москва, Россия",2015,False
831,Ministry Suite Smolenskaya,,7.8,27,True,48,"Smolenskiy bulvar, 22/14, Хамовники, Москва, Россия",2016,True
832,Многоэтажный дом,,,,True,17,"ulitsa Leskova Дом 5 квартира 32, Москва, Россия",2017,False
833,Modern apartments in Moscow City,,,,True,17,"21 1-y Krasnogvardeyskiy proyezd, Пресненский, Москва, Россия",2017,False
834,Отель Молодежный,3,7.8,1043,True,35,"Дмитровское шоссе 27, Тимирязевский, Москва, Россия",2010,False
835,Отель Морион,3,7.9,208,True,36,"Краснопрудная Улица 22-24, Красносельский, Москва, Россия",2013,True
836,Moscow 1 bedroom flat in Centre,,9.7,6,True,59,"32 Kalanchevskaya street, Flat 15, Красносельский, Москва, Россия",2017,False
837,Moscow apartments,,,,True,26,"ulitsa Novyy Arbat 26, Арбат, Москва, Россия",2017,True
838,Moscow center - New Arbat - 2 bedrooms,,8.8,24,True,29,"Новый Арбат 30/9, Арбат, Москва, Россия",2016,True
839,Moscow City. Tower Oko,,,,True,27,"1-й Красногвардейский пр-д, 21с1, Москва, Россия, 123100, Пресненский, Москва, Россия",2017,False
840,Moscow for You Kievskaya Apartments,,,,True,9,"ulitsa Plyushchikha 42, Apt 2, Хамовники, Москва, Россия",2017,True
841,Moscow For You White House Apartments,,,,True,20,"Novinskiy bulvar, 15, Арбат, Москва, Россия",2016,True
842,Отель Марриотт Москва Гранд,5,8.6,1280,True,53,"Тверская ул.26/1, Тверской, Москва, Россия",2009,True
843,Апартаменты на Киевской в Москве,,9.1,54,True,49,"Большая Дорогомиловская, 1, Дорогомилово, Москва, Россия",2016,True
844,Moscow Lifestyle aprt - Komsomolskaya-Krasnie vorota,,,,True,20,"Novaya Basmannaya Ulitsa,  4-6, стр. 3, Басманный, Москва, Россия",2017,True
845,Москва Марриотт Отель Новый Арбат,5,8.3,1109,True,38,"Улица Новый Арбат 32, Арбат, Москва, Россия",2015,True
846,Ритц-Карлтон Москва,5,9.1,517,True,32,"улица Тверская 3, Тверской, Москва, Россия",2009,True
847,Комфорт-Микс Красная Пресня,,8.3,29,True,36,"Krasnaya Presnya 12, Пресненский, Москва, Россия",2015,True
848,Moscow Suites Apartments Тверская,,8.2,82,True,47,"район Тверской, Тверской, Москва, Россия",2012,True
849,Moscow Suites Apartments Arbat,,8.1,426,True,53,"Улица Новый Арбат 16, Арбат, Москва, Россия",2011,True
850,Отель Марриотт Москва Тверская,4,8.7,966,True,37,"1-ая Тверская-Ямская ул.34, Тверской, Москва, Россия",2009,True
851,МКМ Отель,2,7.8,233,True,50,"Международная улица, 15, Таганский, Москва, Россия",2012,False
852,Apartment on Bolshaya Polyanka 30,,,,True,33,"30 ulitsa Bolshaya Polyanka, Моskow, Якиманка, Москва, Россия",2017,False
853,Апартаменты Moskva4you Брянская 8,,8.3,11,True,30,"Улица Брянская 8, Дорогомилово, Москва, Россия",2014,True
854,Апартаменты Moskva4you Гиляровского,,8.6,22,True,26,"Улица Гиляровского, 54, Мещанский, Москва, Россия",2014,True
855,Апартаменты Moskva4you Новокузнецкая,,8.0,19,True,30," Улица Новокузнецкая, 6, Замоскворечье, Москва, Россия",2014,False
856,Moskva4you on Gilyarovskogo 12,,8.6,6,True,28,"12 ulitsa Gilyarovskogo, Мещанский, Москва, Россия",2017,True
857,Moskva4you на Пионерской,,8.6,10,True,32,"Большая Пионерская, 33 с 2, Замоскворечье, Москва, Россия",2016,False
858,Moskva4you на Серпуховской ,,8.0,7,True,26,"ул. Павла Андреева, 4, Замоскворечье, Москва, Россия",2016,False
859,Апартаменты Moskva4you Павла Андреева 4,,7.9,14,True,25,"Улица Павла Андреева 4, Замоскворечье, Москва, Россия",2014,False
860,Апартаменты Moskva4you Пресненский 2,,8.1,12,True,22,"Пресненский Переулок 2, Пресненский, Москва, Россия",2014,True
861,Апартаменты Moskva4you Проспект 60-летия октября,,7.9,16,True,28,"Проспект 60-летия октября, 18/1, Академический, Москва, Россия",2014,False
862,Апартаменты Moskva4you Татищева 13,,7.9,10,True,25,"Улица Татищева 13, Даниловский, Москва, Россия",2014,False
863,Moskva4you Ukrainsky 6,,8.9,13,True,30,"Украинский бульвар, 6, квартира 48, Дорогомилово, Москва, Россия",2016,True
864,Апартаменты Moskva4you Валовая 8/18,,8.5,24,True,25,"Улица Валовая 8/18, Замоскворечье, Москва, Россия",2014,False
865,Апартаменты Moskva4you Зацепа 32,,8.3,24,True,26,"Улица Зацепа 32, Замоскворечье, Москва, Россия",2014,False
866,Мосс Бутик Отель,5,9.5,36,True,26,"Кривоколейный переулок 10 строение 4, Басманный, Москва, Россия",2017,True
867,Гостиница МосУз Центр,3,8.3,580,True,52,"улица Зеленодольская, 3, строение 2, Рязанский, Москва, Россия",2013,False
868,Мини-отель N-House,2,8.4,300,True,30,"Пятницкая ул.2/38 стр.3, Замоскворечье, Москва, Россия",2010,False
869,Apartment na Belorusskoy,,9.2,62,True,26,"Gruzinskiy pereulok, 16, Пресненский, Москва, Россия",2015,True
870,Отель на Кузнецком,,7.9,329,True,23,"Улица Кузнецкий Мост 3 стр 2, Тверской, Москва, Россия",2014,True
871,На Рублевском шоссе 85,,8.0,14,True,25,"Рублевское шоссе, д. 85, Москва, Россия",2016,False
872,Na Sutki 77 Apartments - Polyanka,,7.2,5,True,23,"Ulitsa Bolshaya Polyank 28/1a, Якиманка, Москва, Россия",2016,False
873,Эсквайр Отель,,8.9,151,True,59,"Петровский бульвар 15, стр. 1, Тверской, Москва, Россия",2016,True
874,Нанотель Москва Дубровка,2,7.9,257,True,37,"Шарикоподшипниковая Улица 4 строение 1a, Москва, Россия",2011,False
875,Гостиница Националь,5,8.9,2319,True,42,"Моховая ул.15/1, Тверской, Москва, Россия",2010,True
876,Neoapart,,,,True,42,"4 ulitsa Pervomayskaya 2 этаж, Измайлово, Москва, Россия",2017,False
877,New Arbat Superior Apartment,,,,True,40,"Ulitsa Novyy Arbat 16 Dom 16 /111, Арбат, Москва, Россия",2017,True
878,Отель Никольский Красная Площадь,,9.0,84,True,27,"Улица Никольская, 4/5, Тверской, Москва, Россия",2017,True
879,Апартаменты на Новинском бульваре,,8.0,30,True,25,"Новинский бульвар, 1/2, Арбат, Москва, Россия",2015,True
880,Novokyznetskaya,,,,True,27,"22 Ovchinnikovskaya naberezhnaya, Замоскворечье, Москва, Россия",2017,False
881,Новотель Москва Центр,4,8.4,1003,True,37,"Улица Новослободская 23, Тверской, Москва, Россия",2011,False
882,Новотель Москва Сити,4,8.7,3775,True,47,"Пресненская Набережная 2, Пресненский, Москва, Россия",2013,True
